Year,Player Name,Team Name,Matches,Runs,Innings,Strike Rate,Batting Average,Highest Score,Average,Centuries,Half Centuries,Ducks
2008,Salman Butt,Kolkata Knight Riders,7,193,7,119.87,27.57,73,27.57,-,1,-
2008,D Salunkhe,Rajasthan Royals,6,33,3,137.5,16.5,26*,16.5,-,-,-
2008,KC Sangakkara,Kings XI Punjab,10,320,9,161.61,35.55,94,35.55,-,4,-
2008,PJ Sangwan,Delhi Daredevils,7,2,2,40,1,2,1,-,-,1
2008,PM Sarvesh Kumar,Deccan Chargers,2,1,1,50,-,1*,-,-,-,-
2008,RR Sarwan,Kings XI Punjab,4,73,4,97.33,18.25,31,18.25,-,-,-
2008,V Sehwag,Delhi Daredevils,14,406,14,184.54,33.83,94*,33.83,-,3,2
2008,PR Shah,Mumbai Indians,5,34,4,97.14,8.5,19,8.5,-,-,1
2008,Shahid Afridi,Deccan Chargers,10,81,9,176.08,10.12,33,10.12,-,-,1
2008,I Sharma,Kolkata Knight Riders,13,11,6,100,11,4*,11,-,-,-
2008,RG Sharma,Deccan Chargers,13,404,12,147.98,36.72,76*,36.72,-,4,1
2008,Shoaib Akhtar,Kolkata Knight Riders,3,2,1,28.57,2,2,2,-,-,-
2008,Shoaib Malik,Delhi Daredevils,7,52,5,110.63,13,24,13,-,-,-
2008,LR Shukla,Kolkata Knight Riders,13,163,12,133.6,20.37,42,20.37,-,-,1
2008,LPC Silva,Deccan Chargers,3,40,3,153.84,20,23*,20,-,-,1
2008,RP Singh,Deccan Chargers,14,27,9,112.5,6.75,10,6.75,-,-,-
2008,VRV Singh,Kings XI Punjab,13,4,2,133.33,2,4,2,-,-,1
2008,DR Smith,Mumbai Indians,4,45,3,112.5,15,20,15,-,-,-
2008,GC Smith,Rajasthan Royals,11,441,11,121.82,49,91,49,-,3,-
2008,Sohail Tanvir,Rajasthan Royals,11,36,5,124.13,12,13,12,-,-,-
2008,S Sohal,Kings XI Punjab,2,4,2,50,2,4,2,-,-,1
2008,S Sreesanth,Kings XI Punjab,15,-,3,-,-,0*,-,-,-,1
2008,TM Srivastava,Kings XI Punjab,5,8,2,80,8,7,8,-,-,-
2008,DW Steyn,Royal Challengers Bangalore,10,2,2,40,2,1*,2,-,-,-
2008,SB Styris,Deccan Chargers,8,112,8,91.05,18.66,36*,18.66,-,-,-
2008,A Symonds,Deccan Chargers,4,161,3,153.33,80.5,117*,80.5,1,-,-
2008,T Taibu,Kolkata Knight Riders,3,31,3,119.23,10.33,15,10.33,-,-,-
2008,YV Takawale,Mumbai Indians,7,70,4,107.69,35,27,35,-,-,-
2008,LRPL Taylor,Royal Challengers Bangalore,4,149,4,183.95,37.25,53,37.25,-,1,-
2008,SR Tendulkar,Mumbai Indians,7,188,7,106.21,31.33,65,31.33,-,1,1
2008,DJ Thornely,Mumbai Indians,6,39,4,73.58,19.5,30,19.5,-,-,-
2008,MK Tiwary,Delhi Daredevils,9,104,7,122.35,26,39,26,-,-,1
2008,SS Tiwary,Mumbai Indians,3,26,2,130,13,17,13,-,-,-
2008,SK Trivedi,Rajasthan Royals,15,5,3,41.66,5,3*,5,-,-,-
2008,Umar Gul,Kolkata Knight Riders,6,39,4,205.26,13,24,13,-,-,-
2008,RV Uthappa,Mumbai Indians,14,320,14,114.69,35.55,48,35.55,-,-,-
2008,WPUJC Vaas,Deccan Chargers,5,21,4,116.66,7,12*,7,-,-,2
2008,Y Venugopal Rao,Deccan Chargers,11,288,10,137.14,36,71*,36,-,2,-
2008,DL Vettori,Delhi Daredevils,2,-,-,-,-,-,-,-,-,-
2008,S Vidyut,Chennai Super Kings,9,145,8,133.02,18.12,54,18.12,-,1,1
2008,DP Vijaykumar,Deccan Chargers,9,1,2,100,-,1*,-,-,-,-
2008,R Vinay Kumar,Royal Challengers Bangalore,8,25,4,113.63,8.33,23,8.33,-,-,1
2008,SK Warne,Rajasthan Royals,15,70,7,118.64,14,22*,14,-,-,1
2008,SR Watson,Rajasthan Royals,15,472,15,151.76,47.2,76*,47.2,-,4,1
2008,CL White,Royal Challengers Bangalore,8,114,8,111.76,16.28,31*,16.28,-,-,1
2008,AS Yadav,Deccan Chargers,8,49,6,125.64,9.8,16,9.8,-,-,1
2008,VS Yeligati,Mumbai Indians,2,2,1,100,2,2,2,-,-,-
2008,Younis Khan,Rajasthan Royals,1,3,1,42.85,3,3,3,-,-,-
2008,Yuvraj Singh,Kings XI Punjab,15,299,14,162.5,23,57,23,-,1,-
2008,DNT Zoysa,Deccan Chargers,3,11,2,122.22,11,10*,11,-,-,-
,,,,,,,,,,,,
2009,YA Abdulla,Kings XI Punjab,9,-,-,-,-,-,-,-,-,-
2009,AB Agarkar,Kolkata Knight Riders,11,7,5,66,39,33,115.78,-,-,-
2009,B Akhil,Royal Challengers Bangalore,6,3,1,17,9,8.5,113.33,-,-,1
2009,Anureet Singh,Kolkata Knight Riders,3,-,-,-,-,-,-,-,-,-
2009,KP Appanna,Royal Challengers Bangalore,5,1,1,-,0*,-,-,-,-,-
2009,R Ashwin,Chennai Super Kings,2,1,-,8,8,8,53.33,-,-,-
2009,SA Asnodkar,Rajasthan Royals,8,8,-,98,44,12.25,105.37,-,-,2
2009,S Badrinath,Chennai Super Kings,14,11,2,177,59*,19.66,107.92,-,1,2
2009,GJ Bailey,Chennai Super Kings,3,2,-,45,30,22.5,115.38,-,-,-
2009,L Balaji,Chennai Super Kings,13,4,1,4,2*,1.33,40,-,-,2
2009,SB Bangar,Kolkata Knight Riders,1,1,-,2,2,2,22.22,-,-,-
2009,R Bhatia,Delhi Daredevils,8,5,-,8,4,1.6,44.44,-,-,2
2009,AA Bilakhia,Deccan Chargers,6,6,2,67,22,16.75,82.71,-,-,-
2009,R Bishnoi,Royal Challengers Bangalore,3,3,-,19,18,6.33,111.76,-,-,1
2009,RS Bopara,Kings XI Punjab,5,5,-,138,84,27.6,115.96,-,1,-
2009,RR Bose,Kings XI Punjab,1,-,-,-,-,-,-,-,-,-
2009,J Botha,Rajasthan Royals,3,3,1,47,37,23.5,117.5,-,-,-
2009,MV Boucher,Royal Challengers Bangalore,12,9,4,150,48*,30,129.31,-,-,-
2009,DJ Bravo,Mumbai Indians,11,10,2,218,70*,27.25,107.38,-,2,-
2009,LA Carseldine,Rajasthan Royals,5,5,1,81,39,20.25,119.11,-,-,-
2009,PP Chawla,Kings XI Punjab,14,10,5,31,8*,6.2,86.11,-,-,3
2009,SD Chitnis,Rajasthan Royals,1,1,-,6,6,6,75,-,-,-
2009,A Chopra,Kolkata Knight Riders,2,1,-,11,11,11,57.89,-,-,-
2009,AB de Villiers,Delhi Daredevils,15,13,4,465,105*,51.66,130.98,1,3,1
2009,S Dhawan,Mumbai Indians,5,4,-,40,22,10,88.88,-,-,-
2009,MS Dhoni,Chennai Super Kings,14,13,5,332,58*,41.5,127.2,-,2,-
2009,TM Dilshan,Delhi Daredevils,14,13,3,418,67*,41.8,122.58,-,4,-
2009,AB Dinda,Kolkata Knight Riders,9,2,-,2,2,1,66.66,-,-,1
2009,R Dravid,Royal Challengers Bangalore,13,12,-,271,66,22.58,115.81,-,1,1
2009,JP Duminy,Mumbai Indians,13,12,3,372,62,41.33,114.46,-,5,1
2009,D du Preez,Royal Challengers Bangalore,2,1,-,10,10,10,76.92,-,-,-
2009,FH Edwards,Deccan Chargers,6,2,1,4,3*,4,80,-,-,-
2009,A Flintoff,Chennai Super Kings,3,3,1,62,24,31,116.98,-,-,-
2009,G Gambhir,Delhi Daredevils,15,15,2,286,71*,22,102.87,-,1,2
2009,SC Ganguly,Kolkata Knight Riders,13,11,-,189,46,17.18,91.3,-,-,2
2009,CH Gayle,Kolkata Knight Riders,7,7,1,171,44*,28.5,119.58,-,-,-
2009,AN Ghosh,Kolkata Knight Riders,2,2,-,7,7,3.5,87.5,-,-,1
2009,HH Gibbs,Deccan Chargers,14,14,3,371,69*,33.72,112.08,-,4,4
2009,AC Gilchrist,Deccan Chargers,16,16,-,495,85,30.93,152.3,-,3,2
2009,K Goel,Kings XI Punjab,9,9,1,124,38,15.5,93.23,-,-,2
2009,MS Gony,Chennai Super Kings,7,3,1,13,7,6.5,185.71,-,-,-
2009,SP Goswami,Royal Challengers Bangalore,2,2,-,53,43,26.5,88.33,-,-,-
2009,Harbhajan Singh,Mumbai Indians,13,10,2,84,20,10.5,158.49,-,-,1
2009,Harmeet Singh,Deccan Chargers,7,-,-,-,-,-,-,-,-,-
2009,RJ Harris,Deccan Chargers,8,5,4,21,9*,21,116.66,-,-,-
2009,SM Harwood,Rajasthan Royals,3,2,2,9,6*,-,64.28,-,-,-
2009,ML Hayden,Chennai Super Kings,12,12,1,572,89,52,144.81,-,5,-
2009,T Henderson,Rajasthan Royals,2,2,-,11,11,5.5,68.75,-,-,1
2009,MC Henriques,Kolkata Knight Riders,4,3,1,38,30*,19,95,-,-,-
2009,BJ Hodge,Kolkata Knight Riders,12,12,3,365,73,40.55,117.74,-,3,1
2009,DJ Hussey,Kolkata Knight Riders,4,4,-,98,43,24.5,166.1,-,-,-
2009,RA Jadeja,Rajasthan Royals,13,13,2,295,42,26.81,110.9,-,-,-
2009,W Jaffer,Royal Challengers Bangalore,2,2,-,15,8,7.5,88.23,-,-,-
2009,SB Jakati,Chennai Super Kings,9,2,1,20,13,20,133.33,-,-,-
2009,Jaskaran Singh,Deccan Chargers,2,1,1,-,0*,-,-,-,-,-
2009,ST Jayasuriya,Mumbai Indians,12,12,-,221,52,18.41,115.1,-,2,2
2009,DPMD Jayawardene,Kings XI Punjab,10,10,4,219,52*,36.5,132.72,-,1,-
2009,Joginder Sharma,Chennai Super Kings,4,2,1,20,16*,20,111.11,-,-,-
2009,JH Kallis,Royal Challengers Bangalore,15,15,2,361,69*,27.76,108.73,-,3,2
2009,Kamran Khan,Rajasthan Royals,5,1,-,3,3,3,60,-,-,-
2009,KD Karthik,Delhi Daredevils,15,13,5,288,52,36,132.71,-,1,-
2009,M Kartik,Kolkata Knight Riders,10,2,2,21,11*,-,105,-,-,-
2009,SM Katich,Kings XI Punjab,9,9,-,145,50,16.11,123.93,-,1,1
2009,Z Khan,Mumbai Indians,6,4,3,8,4*,8,72.72,-,-,-
2009,T Kohli,Kings XI Punjab,2,2,1,1,1,1,25,-,-,-
2009,V Kohli,Royal Challengers Bangalore,16,13,2,246,50,22.36,112.32,-,1,-
2009,DS Kulkarni,Mumbai Indians,8,4,2,9,7*,4.5,52.94,-,-,-
2009,P Kumar,Royal Challengers Bangalore,13,8,3,65,14*,13,141.3,-,-,1
2009,A Kumble,Royal Challengers Bangalore,16,7,6,16,7*,16,84.21,-,-,-
2009,CK Langeveldt,Kolkata Knight Riders,1,-,-,-,-,-,-,-,-,-
2009,VVS Laxman,Deccan Chargers,5,5,-,19,10,3.8,57.57,-,-,2
2009,B Lee,Kings XI Punjab,5,4,2,28,14*,14,82.35,-,-,-
2009,BB McCullum,Kolkata Knight Riders,13,13,1,285,84*,23.75,119.24,-,2,1
2009,AB McDonald,Delhi Daredevils,1,1,-,3,3,3,75,-,-,-
2009,MF Maharoof,Delhi Daredevils,3,2,1,21,18*,21,100,-,-,-
2009,VY Mahesh,Delhi Daredevils,1,-,-,-,-,-,-,-,-,-
2009,VS Malik,Kings XI Punjab,5,-,-,-,-,-,-,-,-,-
2009,SL Malinga,Mumbai Indians,13,3,1,-,0*,-,-,-,-,2
2009,M Manhas,Delhi Daredevils,10,6,3,75,26,25,120.96,-,-,2
2009,AD Mascarenhas,Rajasthan Royals,5,4,-,39,27,9.75,100,-,-,1
2009,Mashrafe Mortaza,Kolkata Knight Riders,1,1,1,2,2*,-,100,-,-,-
2009,AD Mathews,Kolkata Knight Riders,1,1,-,16,16,16,123.07,-,-,-
2009,BAW Mendis,Kolkata Knight Riders,4,1,-,-,-,-,-,-,-,1
2009,A Mishra,Delhi Daredevils,11,5,2,26,13*,8.66,130,-,-,2
2009,A Mithun,Royal Challengers Bangalore,1,-,-,-,-,-,-,-,-,-
2009,Mohammad Ashraful,Mumbai Indians,1,1,-,2,2,2,20,-,-,-
2009,JA Morkel,Chennai Super Kings,12,10,6,97,21*,24.25,138.57,-,-,-
2009,M Morkel,Rajasthan Royals,2,1,-,8,8,8,100,-,-,-
2009,WA Mota,Kings XI Punjab,8,6,1,30,12,6,62.5,-,-,-
2009,M Muralidaran,Chennai Super Kings,13,4,2,8,4,4,100,-,-,-
2009,Y Nagar,Delhi Daredevils,1,1,-,20,20,20,100,-,-,-
2009,C Nanda,Mumbai Indians,3,1,-,-,-,-,-,-,-,1
2009,DP Nannes,Delhi Daredevils,13,-,-,-,-,-,-,-,-,-
2009,GR Napier,Mumbai Indians,1,1,-,15,15,15,93.75,-,-,-
2009,AM Nayar,Mumbai Indians,13,11,2,193,35,21.44,126.97,-,-,-
2009,A Nehra,Delhi Daredevils,13,2,2,1,1*,-,100,-,-,-
2009,NV Ojha,Rajasthan Royals,8,8,1,168,68,24,116.66,-,2,2
2009,PP Ojha,Deccan Chargers,15,4,1,1,1,0.33,14.28,-,-,2
2009,JDP Oram,Chennai Super Kings,11,8,2,88,41*,14.66,94.62,-,-,-
2009,MK Pandey,Royal Challengers Bangalore,5,4,2,168,114*,84,142.37,1,-,-
2009,Pankaj Singh,Royal Challengers Bangalore,3,2,1,1,1*,1,50,-,-,1
2009,MM Patel,Rajasthan Royals,11,5,2,33,23*,11,126.92,-,-,2
2009,NK Patel,Rajasthan Royals,4,2,-,18,14,9,47.36,-,-,-
2009,PA Patel,Chennai Super Kings,9,9,-,142,36,15.77,112.69,-,-,3
2009,IK Pathan,Kings XI Punjab,14,12,2,196,39,19.6,124.05,-,-,1
2009,YK Pathan,Rajasthan Royals,13,13,1,243,62*,20.25,132.78,-,1,-
2009,KP Pietersen,Royal Challengers Bangalore,6,6,-,93,37,15.5,109.41,-,-,2
2009,LA Pomersbach,Kings XI Punjab,4,4,-,41,26,10.25,83.67,-,-,-
2009,RR Powar,Kings XI Punjab,9,4,3,23,10,23,104.54,-,-,-
2009,RJ Quiney,Rajasthan Royals,7,7,-,103,51,14.71,100.98,-,1,-
2009,AM Rahane,Mumbai Indians,8,7,1,144,62*,24,117.07,-,2,1
2009,SK Raina,Chennai Super Kings,14,14,-,434,98,31,140.9,-,2,-
2009,RR Raje,Mumbai Indians,4,2,1,12,11*,12,133.33,-,-,-
2009,AS Raut,Rajasthan Royals,9,7,3,78,36*,19.5,127.86,-,-,-
2009,DB Ravi Teja,Deccan Chargers,9,6,3,65,27,21.66,92.85,-,-,-
2009,M Rawat,Rajasthan Royals,5,3,3,16,8*,-,84.21,-,-,-
2009,L Ronchi,Mumbai Indians,1,1,-,-,-,-,-,-,-,1
2009,JD Ryder,Royal Challengers Bangalore,5,5,-,56,32,11.2,114.28,-,-,2
2009,WP Saha,Kolkata Knight Riders,8,7,4,72,25*,24,175.6,-,-,1
2009,AM Salvi,Delhi Daredevils,5,-,-,-,-,-,-,-,-,-
2009,KC Sangakkara,Kings XI Punjab,14,13,2,332,60,30.18,102.46,-,2,1
2009,PJ Sangwan,Delhi Daredevils,13,5,4,6,5*,6,60,-,-,1
2009,SS Sarkar,Kolkata Knight Riders,2,-,-,-,-,-,-,-,-,-
2009,V Sehwag,Delhi Daredevils,11,11,1,198,50,19.8,143.47,-,1,1
2009,PR Shah,Mumbai Indians,9,5,2,53,29,17.66,103.92,-,-,-
2009,RA Shaikh,Mumbai Indians,1,-,-,-,-,-,-,-,-,-
2009,SS Shaikh,Kolkata Knight Riders,2,1,-,6,6,6,85.71,-,-,-
2009,I Sharma,Kolkata Knight Riders,11,3,1,16,9,8,123.07,-,-,-
2009,KV Sharma,Royal Challengers Bangalore,1,1,-,1,1,1,33.33,-,-,-
2009,RG Sharma,Deccan Chargers,16,16,3,362,52,27.84,114.92,-,1,-
2009,Shoaib Ahmed,Deccan Chargers,8,3,1,1,1*,0.5,16.66,-,-,2
2009,LR Shukla,Kolkata Knight Riders,9,6,1,83,48*,16.6,97.64,-,-,-
2009,RP Singh,Deccan Chargers,16,6,2,8,4,2,47.05,-,-,2
2009,VRV Singh,Kings XI Punjab,5,-,-,-,-,-,-,-,-,-
2009,A Singh,Rajasthan Royals,5,2,1,1,1*,1,33.33,-,-,1
2009,DR Smith,Deccan Chargers,8,8,-,215,49,26.87,162.87,-,-,-
2009,GC Smith,Rajasthan Royals,12,12,1,212,77,19.27,98.14,-,1,2
2009,S Sohal,Kings XI Punjab,8,8,-,115,43,14.37,123.65,-,-,1
2009,S Sreesanth,Kings XI Punjab,7,2,2,5,4*,-,27.77,-,-,-
2009,TM Srivastava,Kings XI Punjab,2,1,1,-,0*,-,-,-,-,-
2009,DW Steyn,Royal Challengers Bangalore,3,2,1,-,0*,-,-,-,-,1
2009,SB Styris,Deccan Chargers,2,1,-,14,14,14,175,-,-,-
2009,TL Suman,Deccan Chargers,12,12,2,237,41*,23.7,124.73,-,-,1
2009,A Symonds,Deccan Chargers,8,8,1,249,60*,35.57,150,-,1,-
2009,YV Takawale,Mumbai Indians,4,1,-,18,18,18,81.81,-,-,-
2009,LRPL Taylor,Royal Challengers Bangalore,11,11,2,280,81*,31.11,134.61,-,1,1
2009,SR Tendulkar,Mumbai Indians,13,13,2,364,68,33.09,120.13,-,2,1
2009,T Thushara,Chennai Super Kings,2,2,1,2,1*,2,28.57,-,-,-
2009,MK Tiwary,Delhi Daredevils,2,1,-,9,9,9,69.23,-,-,-
2009,SS Tiwary,Mumbai Indians,4,3,2,13,6*,13,108.33,-,-,-
2009,SK Trivedi,Rajasthan Royals,7,3,1,9,6*,4.5,50,-,-,-
2009,S Tyagi,Chennai Super Kings,8,2,1,-,0*,-,-,-,-,1
2009,RV Uthappa,Royal Challengers Bangalore,15,13,2,175,66*,15.9,102.94,-,1,1
2009,WPUJC Vaas,Deccan Chargers,2,2,1,30,20,30,142.85,-,-,-
2009,PC Valthaty,Rajasthan Royals,2,2,-,6,5,3,50,-,-,-
2009,RE van der Merwe,Royal Challengers Bangalore,10,8,-,122,35,15.25,124.48,-,-,-
2009,MN van Wyk,Kolkata Knight Riders,5,5,2,167,74,55.66,126.51,-,1,1
2009,Y Venugopal Rao,Deccan Chargers,16,13,2,124,32,11.27,108.77,-,-,2
2009,DL Vettori,Delhi Daredevils,7,4,2,34,29,17,106.25,-,-,-
2009,M Vijay,Chennai Super Kings,4,4,-,60,31,15,89.55,-,-,-
2009,R Vinay Kumar,Royal Challengers Bangalore,11,8,3,47,12,9.4,106.81,-,-,1
2009,SK Warne,Rajasthan Royals,13,11,3,108,34*,13.5,93.1,-,-,3
2009,DA Warner,Delhi Daredevils,7,7,-,163,51,23.28,123.48,-,1,1
2009,Yashpal Singh,Kolkata Knight Riders,8,4,-,47,20,11.75,71.21,-,-,-
2009,Yuvraj Singh,Kings XI Punjab,14,14,2,340,58*,28.33,115.64,-,2,-
,,,,,,,,,,,,
2010,S Ladda,Delhi Daredevils,5,2,1,-,0*,-,-,-,-,1
2010,YA Abdulla,Kings XI Punjab,2,1,1,-,0*,-,-,-,-,-
2010,L Ablish,Kings XI Punjab,2,-,-,-,-,-,-,-,-,-
2010,AB Agarkar,Kolkata Knight Riders,7,4,3,40,17,40,137.93,-,-,-
2010,AN Ahmed,Mumbai Indians,1,1,1,4,4*,-,57.14,-,-,-
2010,B Akhil,Royal Challengers Bangalore,1,-,-,-,-,-,-,-,-,-
2010,S Anirudha,Chennai Super Kings,4,3,2,30,24,30,166.66,-,-,-
2010,Anirudh Singh,Deccan Chargers,5,4,-,63,40,15.75,95.45,-,-,1
2010,KP Appanna,Royal Challengers Bangalore,2,2,1,2,1*,2,66.66,-,-,-
2010,KB Arun Karthik,Chennai Super Kings,1,1,1,3,3*,-,60,-,-,-
2010,R Ashwin,Chennai Super Kings,12,6,2,30,11*,7.5,75,-,-,1
2010,SA Asnodkar,Rajasthan Royals,2,2,-,5,5,2.5,125,-,-,1
2010,S Badrinath,Chennai Super Kings,16,15,4,356,55*,32.36,117.49,-,2,-
2010,GJ Bailey,Chennai Super Kings,1,1,-,18,18,18,66.66,-,-,-
2010,L Balaji,Chennai Super Kings,7,3,1,18,15,9,90,-,-,-
2010,AB Barath,Kings XI Punjab,3,3,1,42,33,21,100,-,-,-
2010,R Bhatia,Delhi Daredevils,5,3,-,24,21,8,141.17,-,-,-
2010,AA Bilakhia,Deccan Chargers,1,1,-,2,2,2,50,-,-,-
2010,STR Binny,Mumbai Indians,1,1,-,8,8,8,160,-,-,-
2010,Bipul Sharma,Kings XI Punjab,5,2,2,9,8*,-,128.57,-,-,-
2010,MS Bisla,Kings XI Punjab,10,10,-,218,75,21.8,122.47,-,1,1
2010,DE Bollinger,Chennai Super Kings,8,2,2,18,16*,-,105.88,-,-,-
2010,SE Bond,Kolkata Knight Riders,8,1,-,1,1,1,50,-,-,-
2010,RS Bopara,Kings XI Punjab,10,9,1,248,77,31,115.88,-,2,1
2010,MV Boucher,Royal Challengers Bangalore,5,2,1,13,11*,13,130,-,-,-
2010,DJ Bravo,Mumbai Indians,10,8,1,61,23,8.71,115.09,-,-,-
2010,PP Chawla,Kings XI Punjab,14,6,1,62,22,12.4,103.33,-,-,-
2010,PD Collingwood,Delhi Daredevils,8,7,2,203,75*,40.6,130.12,-,3,-
2010,AB de Villiers,Delhi Daredevils,7,7,-,111,45,15.85,93.27,-,-,-
2010,S Dhawan,Mumbai Indians,10,10,-,191,56,19.1,112.35,-,2,1
2010,MS Dhoni,Chennai Super Kings,13,11,2,287,66*,31.88,136.66,-,2,2
2010,TM Dilshan,Delhi Daredevils,6,6,-,44,17,7.33,83.01,-,-,2
2010,AB Dinda,Kolkata Knight Riders,7,1,-,-,-,-,-,-,-,1
2010,P Dogra,Rajasthan Royals,9,8,-,107,41,13.37,100.94,-,-,1
2010,AP Dole,Rajasthan Royals,3,2,-,34,30,17,154.54,-,-,-
2010,ND Doshi,Royal Challengers Bangalore,1,-,-,-,-,-,-,-,-,-
2010,R Dravid,Royal Challengers Bangalore,16,11,2,256,52,28.44,128.64,-,1,-
2010,JP Duminy,Mumbai Indians,7,7,2,157,42*,31.4,119.84,-,-,-
2010,FY Fazal,Rajasthan Royals,10,9,1,164,45,20.5,106.49,-,-,1
2010,CRD Fernando,Mumbai Indians,5,1,1,2,2*,-,100,-,-,-
2010,AJ Finch,Rajasthan Royals,1,1,-,21,21,21,100,-,-,-
2010,G Gambhir,Delhi Daredevils,11,10,1,277,72,30.77,127.64,-,2,-
2010,C Ganapathy,Chennai Super Kings,1,1,1,-,0*,-,-,-,-,-
2010,SC Ganguly,Kolkata Knight Riders,14,14,1,493,88,37.92,117.66,-,4,1
2010,RS Gavaskar,Kolkata Knight Riders,2,1,-,2,2,2,25,-,-,-
2010,CH Gayle,Kolkata Knight Riders,9,9,-,292,88,32.44,158.69,-,2,1
2010,HH Gibbs,Deccan Chargers,10,10,-,267,50,26.7,113.61,-,1,-
2010,AC Gilchrist,Deccan Chargers,16,16,-,289,54,18.06,156.21,-,1,2
2010,K Goel,Kings XI Punjab,6,2,1,18,17*,18,90,-,-,-
2010,MS Gony,Chennai Super Kings,3,1,-,2,2,2,33.33,-,-,-
2010,SP Goswami,Royal Challengers Bangalore,1,1,-,8,8,8,80,-,-,-
2010,Harbhajan Singh,Mumbai Indians,15,7,3,105,49*,26.25,166.66,-,-,-
2010,Harmeet Singh,Deccan Chargers,8,3,1,-,0*,-,-,-,-,2
2010,Harpreet Singh,Kolkata Knight Riders,1,-,-,-,-,-,-,-,-,-
2010,RJ Harris,Deccan Chargers,8,5,1,45,15,11.25,115.38,-,-,-
2010,ML Hayden,Chennai Super Kings,16,16,-,346,93,21.62,124.01,-,1,1
2010,MC Henriques,Delhi Daredevils,1,1,-,11,11,11,220,-,-,-
2010,BJ Hodge,Kolkata Knight Riders,4,4,-,99,50,24.75,110,-,1,1
2010,DJ Hussey,Kolkata Knight Riders,6,6,2,94,31,23.5,109.3,-,-,1
2010,MEK Hussey,Chennai Super Kings,3,3,1,37,15,18.5,84.09,-,-,-
2010,Iqbal Abdulla,Kolkata Knight Riders,3,1,1,-,0*,-,-,-,-,-
2010,KM Jadhav,Delhi Daredevils,5,5,2,76,50*,25.33,135.71,-,1,-
2010,SB Jakati,Chennai Super Kings,11,2,2,-,0*,-,-,-,-,-
2010,Jaskaran Singh,Deccan Chargers,6,4,3,8,4*,8,72.72,-,-,-
2010,ST Jayasuriya,Mumbai Indians,4,4,-,33,23,8.25,106.45,-,-,-
2010,DPMD Jayawardene,Kings XI Punjab,13,13,3,439,110*,43.9,147.31,1,1,1
2010,AA Jhunjhunwala,Rajasthan Royals,13,11,2,183,53*,20.33,110.24,-,1,-
2010,Joginder Sharma,Chennai Super Kings,3,-,-,-,-,-,-,-,-,-
2010,M Kaif,Kings XI Punjab,4,3,-,28,14,9.33,93.33,-,-,-
2010,JH Kallis,Royal Challengers Bangalore,16,16,4,572,89*,47.66,115.78,-,6,1
2010,Kamran Khan,Rajasthan Royals,3,1,1,-,0*,-,-,-,-,-
2010,KD Karthik,Delhi Daredevils,14,14,1,278,69,21.38,117.29,-,1,1
2010,M Kartik,Kolkata Knight Riders,10,2,-,22,21,11,100,-,-,-
2010,JM Kemp,Chennai Super Kings,5,2,-,26,22,13,108.33,-,-,-
2010,Z Khan,Mumbai Indians,14,4,3,24,23*,24,184.61,-,-,-
2010,V Kohli,Royal Challengers Bangalore,16,13,2,307,58,27.9,144.81,-,1,-
2010,DS Kulkarni,Mumbai Indians,1,-,-,-,-,-,-,-,-,-
2010,P Kumar,Royal Challengers Bangalore,12,4,2,4,3*,2,50,-,-,1
2010,A Kumble,Royal Challengers Bangalore,16,5,5,6,2*,-,54.54,-,-,-
2010,CK Langeveldt,Kolkata Knight Riders,3,1,-,-,-,-,-,-,-,1
2010,VVS Laxman,Deccan Chargers,6,6,1,64,22,12.8,106.66,-,-,-
2010,B Lee,Kings XI Punjab,4,3,2,11,7*,11,122.22,-,-,-
2010,MJ Lumb,Rajasthan Royals,11,11,-,278,83,25.27,144.79,-,1,2
2010,BB McCullum,Kolkata Knight Riders,5,5,1,114,57*,28.5,103.63,-,1,1
2010,AB McDonald,Delhi Daredevils,4,3,3,65,33*,-,125,-,-,-
2010,R McLaren,Mumbai Indians,10,7,4,66,40,22,95.65,-,-,1
2010,C Madan,Mumbai Indians,1,1,-,15,15,15,78.94,-,-,-
2010,MF Maharoof,Delhi Daredevils,7,4,1,31,28,10.33,134.78,-,-,1
2010,VY Mahesh,Delhi Daredevils,1,-,-,-,-,-,-,-,-,-
2010,VS Malik,Kings XI Punjab,3,1,-,6,6,6,120,-,-,-
2010,SL Malinga,Mumbai Indians,13,2,2,1,1*,-,100,-,-,-
2010,Mandeep Singh,Kolkata Knight Riders,3,2,-,4,4,2,36.36,-,-,1
2010,M Manhas,Delhi Daredevils,9,8,4,157,32*,39.25,105.36,-,-,-
2010,MR Marsh,Deccan Chargers,3,2,-,28,15,14,93.33,-,-,-
2010,SE Marsh,Kings XI Punjab,4,4,1,147,88*,49,128.94,-,2,1
2010,DR Martyn,Rajasthan Royals,1,1,-,19,19,19,79.16,-,-,-
2010,AD Mascarenhas,Rajasthan Royals,2,2,1,12,9*,12,120,-,-,-
2010,AD Mathews,Kolkata Knight Riders,14,11,4,233,65*,33.28,126.63,-,1,1
2010,BAW Mendis,Kolkata Knight Riders,2,1,1,1,1*,-,100,-,-,-
2010,A Mishra,Delhi Daredevils,14,7,3,39,12,9.75,76.47,-,-,1
2010,MD Mishra,Deccan Chargers,11,11,-,166,41,15.09,115.27,-,-,1
2010,A Mithun,Royal Challengers Bangalore,1,1,-,5,5,5,125,-,-,-
2010,EJG Morgan,Royal Challengers Bangalore,6,4,1,35,17,11.66,116.66,-,-,-
