Year,Player Name,Team Name,Matches,Runs,Innings,Strike Rate,Batting Average,Highest Score,Average,Centuries,Half Centuries,Ducks
2012,R Dravid,Rajasthan Royals,16,16,-,462,58,28.87,112.13,-,2,-
2012,JP Duminy,Deccan Chargers,9,9,6,244,74,81.33,128.42,-,2,-
2012,F du Plessis,Chennai Super Kings,13,12,-,398,73,33.16,130.92,-,3,-
2012,JP Faulkner,Kings XI Punjab,2,2,1,14,11*,14,107.69,-,-,-
2012,CJ Ferguson,Pune Warriors,4,4,-,50,23,12.5,79.36,-,-,-
2012,AJ Finch,Delhi Daredevils,2,2,-,55,30,27.5,107.84,-,-,-
2012,JEC Franklin,Mumbai Indians,12,11,2,220,79,24.44,98.65,-,1,-
2012,G Gambhir,Kolkata Knight Riders,17,17,1,590,93,36.87,143.55,-,6,2
2012,SC Ganguly,Pune Warriors,15,15,-,268,45,17.86,98.89,-,-,-
2012,CH Gayle,Royal Challengers Bangalore,15,14,2,733,128*,61.08,160.74,1,7,-
2012,HH Gibbs,Mumbai Indians,3,3,1,81,66*,40.5,92.04,-,1,-
2012,AC Gilchrist,Kings XI Punjab,7,7,2,172,64*,34.4,120.27,-,1,-
2012,MS Gony,Deccan Chargers,6,1,-,4,4,4,50,-,-,-
2012,SP Goswami,Rajasthan Royals,11,6,1,69,24,13.8,102.98,-,-,1
2012,Sunny Gupta,Delhi Daredevils,1,1,-,-,-,-,-,-,-,1
2012,Gurkeerat Singh,Kings XI Punjab,5,4,1,86,29*,28.66,165.38,-,-,-
2012,Harbhajan Singh,Mumbai Indians,17,11,2,108,33,12,135,-,-,3
2012,Harmeet Singh,Kings XI Punjab,7,2,1,15,14,15,214.28,-,-,-
2012,Harpreet Singh,Pune Warriors,1,1,-,6,6,6,100,-,-,-
2012,DJ Harris,Deccan Chargers,4,4,-,111,47,27.75,109.9,-,-,-
2012,RJ Harris,Kings XI Punjab,5,2,1,18,15*,18,163.63,-,-,-
2012,BW Hilfenhaus,Chennai Super Kings,9,-,-,-,-,-,-,-,-,-
2012,BJ Hodge,Rajasthan Royals,12,12,4,245,48*,30.62,140,-,-,-
2012,GB Hogg,Rajasthan Royals,9,3,1,15,13,7.5,93.75,-,-,-
2012,DJ Hussey,Kings XI Punjab,16,15,3,396,68*,33,129.83,-,2,-
2012,MEK Hussey,Chennai Super Kings,8,8,-,261,56,32.62,110.59,-,2,-
2012,Iqbal Abdulla,Kolkata Knight Riders,9,2,2,2,1*,-,66.66,-,-,-
2012,DJ Jacobs,Mumbai Indians,1,1,-,-,-,-,-,-,-,1
2012,RA Jadeja,Chennai Super Kings,19,14,2,191,48,15.91,126.49,-,-,-
2012,IR Jaggi,Deccan Chargers,3,3,1,15,10*,7.5,71.42,-,-,-
2012,SB Jakati,Chennai Super Kings,15,2,2,7,6*,-,58.33,-,-,-
2012,DPMD Jayawardene,Delhi Daredevils,16,15,3,335,56*,27.91,112.41,-,3,1
2012,AA Jhunjhunwala,Deccan Chargers,5,3,1,24,19,12,92.3,-,-,-
2012,M Kaif,Royal Challengers Bangalore,1,1,-,14,14,14,87.5,-,-,-
2012,JH Kallis,Kolkata Knight Riders,17,17,1,409,79,25.56,106.51,-,2,1
2012,KD Karthik,Mumbai Indians,17,14,1,238,44,18.3,111.73,-,-,1
2012,M Kartik,Pune Warriors,11,4,4,26,14*,-,123.8,-,-,-
2012,Z Khan,Royal Challengers Bangalore,16,5,3,12,11*,6,70.58,-,-,2
2012,V Kohli,Royal Challengers Bangalore,16,15,2,364,73*,28,111.65,-,2,-
2012,KMDN Kulasekara,Chennai Super Kings,5,1,1,5,5*,-,166.66,-,-,-
2012,DS Kulkarni,Mumbai Indians,2,1,1,10,10*,-,200,-,-,-
2012,B Kumar,Pune Warriors,11,9,6,40,11*,13.33,100,-,-,-
2012,P Kumar,Kings XI Punjab,16,7,4,35,10,11.66,116.66,-,-,1
2012,B Lee,Kolkata Knight Riders,10,3,1,42,25,21,210,-,-,-
2012,RE Levi,Mumbai Indians,6,6,-,83,50,13.83,113.69,-,1,2
2012,CA Lynn,Deccan Chargers,1,1,-,6,6,6,66.66,-,-,-
2012,BB McCullum,Kolkata Knight Riders,12,12,-,289,56,24.08,102.12,-,1,-
2012,AB McDonald,Royal Challengers Bangalore,4,3,1,47,30,23.5,134.28,-,-,-
2012,CJ McKay,Mumbai Indians,2,1,-,8,8,8,53.33,-,-,-
2012,VY Mahesh,Chennai Super Kings,5,-,-,-,-,-,-,-,-,-
2012,AP Majumdar,Pune Warriors,4,4,-,87,31,21.75,114.47,-,-,-
2012,SL Malinga,Mumbai Indians,14,6,-,55,17,9.16,103.77,-,-,1
2012,Mandeep Singh,Kings XI Punjab,16,16,-,432,75,27,126.31,-,2,1
2012,M Manhas,Pune Warriors,10,7,3,120,42*,30,125,-,-,-
2012,SE Marsh,Kings XI Punjab,13,13,2,336,68*,30.54,120,-,2,-
2012,AD Mascarenhas,Kings XI Punjab,4,3,-,14,9,4.66,87.5,-,-,1
2012,AD Mathews,Pune Warriors,9,8,1,127,35,18.14,117.59,-,-,-
2012,GJ Maxwell,Delhi Daredevils,2,2,1,6,3*,6,54.54,-,-,-
2012,AL Menaria,Rajasthan Royals,15,12,1,220,40,20,108.91,-,-,1
2012,DA Miller,Kings XI Punjab,6,6,3,98,34*,32.66,130.66,-,-,-
2012,A Mishra,Deccan Chargers,14,5,2,16,8*,5.33,80,-,-,1
2012,MD Mishra,Pune Warriors,1,1,-,4,4,4,100,-,-,-
2012,T Mishra,Deccan Chargers,1,-,-,-,-,-,-,-,-,-
2012,A Mithun,Royal Challengers Bangalore,1,-,-,-,-,-,-,-,-,-
2012,JA Morkel,Chennai Super Kings,16,12,5,107,28,15.28,157.35,-,-,1
2012,M Morkel,Delhi Daredevils,16,4,2,3,2*,1.5,60,-,-,2
2012,M Muralidaran,Royal Challengers Bangalore,10,2,-,6,6,3,66.66,-,-,1
2012,AG Murtaza,Pune Warriors,1,1,1,3,3*,-,60,-,-,-
2012,S Nadeem,Delhi Daredevils,12,1,1,-,0*,-,-,-,-,-
2012,Y Nagar,Delhi Daredevils,13,8,3,153,44*,30.6,115.03,-,-,1
2012,SP Narine,Kolkata Knight Riders,15,2,1,9,9*,9,128.57,-,-,1
2012,AM Nayar,Kings XI Punjab,4,4,1,45,24,15,91.83,-,-,-
2012,P Negi,Delhi Daredevils,8,4,2,36,14,18,124.13,-,-,-
2012,A Nehra,Pune Warriors,13,2,2,11,9*,-,91.66,-,-,-
2012,NV Ojha,Delhi Daredevils,18,16,5,255,64*,23.18,113.83,-,1,-
2012,PP Ojha,Mumbai Indians,9,3,1,4,3,2,28.57,-,-,-
2012,MK Pandey,Pune Warriors,10,9,2,143,80*,20.42,127.67,-,1,4
2012,Pankaj Singh,Rajasthan Royals,6,-,-,-,-,-,-,-,-,-
2012,P Parameswaran,Royal Challengers Bangalore,3,1,1,-,0*,-,-,-,-,-
2012,WD Parnell,Pune Warriors,6,5,1,19,11,4.75,70.37,-,-,-
2012,HV Patel,Royal Challengers Bangalore,12,3,1,15,10,7.5,100,-,-,1
2012,MM Patel,Mumbai Indians,12,3,3,2,1*,-,28.57,-,-,-
2012,PA Patel,Deccan Chargers,14,13,2,194,45,17.63,117.57,-,-,1
2012,AUK Pathan,Royal Challengers Bangalore,2,2,1,6,4,6,85.71,-,-,-
2012,IK Pathan,Delhi Daredevils,17,12,5,176,42*,25.14,139.68,-,-,1
2012,YK Pathan,Kolkata Knight Riders,17,16,6,194,40*,19.4,114.79,-,-,2
2012,NLTC Perera,Mumbai Indians,2,2,1,4,4*,4,44.44,-,-,1
2012,RJ Peterson,Mumbai Indians,5,5,2,32,16*,10.66,106.66,-,-,1
2012,KP Pietersen,Delhi Daredevils,8,8,3,305,103*,61,147.34,1,1,-
2012,KA Pollard,Mumbai Indians,14,11,2,220,64,24.44,138.36,-,2,-
2012,RR Powar,Kings XI Punjab,1,-,-,-,-,-,-,-,-,-
2012,V Pratap Singh,Deccan Chargers,9,1,-,-,-,-,-,-,-,1
2012,CA Pujara,Royal Challengers Bangalore,3,3,-,17,11,5.66,77.27,-,-,1
2012,AM Rahane,Rajasthan Royals,16,16,2,560,103*,40,129.33,1,3,2
2012,SK Raina,Chennai Super Kings,19,18,1,441,73,25.94,135.69,-,1,2
2012,DB Ravi Teja,Deccan Chargers,2,2,-,4,4,2,100,-,-,1
2012,AT Rayudu,Mumbai Indians,17,15,6,333,81*,37,132.14,-,2,1
2012,PA Reddy,Deccan Chargers,5,4,1,73,42,24.33,123.72,-,-,-
2012,AD Russell,Delhi Daredevils,4,2,-,47,31,23.5,180.76,-,-,-
2012,JD Ryder,Pune Warriors,11,11,1,256,86,25.6,120.75,-,2,1
2012,WP Saha,Chennai Super Kings,4,1,-,6,6,6,42.85,-,-,-
2012,N Saini,Kings XI Punjab,10,10,-,140,50,14,99.29,-,1,-
2012,BB Samantray,Deccan Chargers,1,1,1,2,2*,-,100,-,-,-
2012,MN Samuels,Pune Warriors,8,8,1,124,46,17.71,100.81,-,-,-
2012,KC Sangakkara,Deccan Chargers,12,12,1,200,82,18.18,108.69,-,1,-
2012,PJ Sangwan,Kolkata Knight Riders,1,-,-,-,-,-,-,-,-,-
2012,V Sehwag,Delhi Daredevils,16,16,1,495,87*,33,161.23,-,5,1
2012,OA Shah,Rajasthan Royals,13,13,4,340,76,37.77,132.81,-,3,-
2012,Shakib Al Hasan,Kolkata Knight Riders,8,7,1,91,42,15.16,122.97,-,-,-
2012,R Sharma,Pune Warriors,11,5,1,2,2,0.5,18.18,-,-,3
2012,RG Sharma,Mumbai Indians,17,16,2,433,109*,30.92,126.6,1,3,2
2012,LR Shukla,Kolkata Knight Riders,11,8,2,75,26,12.5,131.57,-,-,1
2012,R Shukla,Mumbai Indians,1,-,-,-,-,-,-,-,-,-
2012,RP Singh,Mumbai Indians,11,5,3,6,3,3,50,-,-,1
2012,A Singh,Rajasthan Royals,9,1,-,-,-,-,-,-,-,1
2012,DR Smith,Mumbai Indians,7,6,2,157,87*,39.25,160.2,-,1,1
2012,SPD Smith,Pune Warriors,15,14,5,362,47*,40.22,135.58,-,-,-
2012,DW Steyn,Deccan Chargers,12,6,1,19,7,3.8,90.47,-,-,-
2012,TP Sudhindra,Deccan Chargers,3,1,1,-,0*,-,-,-,-,-
2012,TL Suman,Mumbai Indians,2,2,-,15,10,7.5,78.94,-,-,-
2012,J Syed Mohammad,Royal Challengers Bangalore,2,1,1,4,4*,-,400,-,-,-
2012,SW Tait,Rajasthan Royals,6,-,-,-,-,-,-,-,-,-
2012,LRPL Taylor,Delhi Daredevils,12,12,2,197,55,19.7,115.2,-,1,1
2012,RN ten Doeschate,Kolkata Knight Riders,3,3,1,21,11,10.5,100,-,-,-
2012,SR Tendulkar,Mumbai Indians,13,13,2,324,74,29.45,114.48,-,2,1
2012,J Theron,Deccan Chargers,2,1,1,7,7*,-,116.66,-,-,-
2012,AC Thomas,Pune Warriors,4,2,-,19,12,9.5,126.66,-,-,-
2012,MK Tiwary,Kolkata Knight Riders,16,15,5,260,59,26,105.69,-,1,1
2012,SS Tiwary,Royal Challengers Bangalore,15,11,3,191,36*,23.87,112.35,-,-,-
2012,SK Trivedi,Rajasthan Royals,14,1,1,5,5*,-,83.33,-,-,-
2012,JD Unadkat,Kolkata Knight Riders,1,-,-,-,-,-,-,-,-,-
2012,K Upadhyay,Pune Warriors,1,1,1,11,11*,-,137.5,-,-,-
2012,RV Uthappa,Pune Warriors,16,16,1,405,69,27,118.07,-,2,-
2012,PC Valthaty,Kings XI Punjab,6,6,-,30,13,5,58.82,-,-,1
2012,RE van der Merwe,Delhi Daredevils,3,-,-,-,-,-,-,-,-,-
2012,Y Venugopal Rao,Delhi Daredevils,10,7,1,132,36,22,104.76,-,-,-
2012,DL Vettori,Royal Challengers Bangalore,9,6,2,31,20,7.75,119.23,-,-,-
2012,M Vijay,Chennai Super Kings,14,14,1,336,113,25.84,125.84,1,-,2
2012,R Vinay Kumar,Royal Challengers Bangalore,15,7,2,68,25,13.6,109.67,-,-,-
2012,DA Warner,Delhi Daredevils,8,8,1,256,109*,36.57,164.1,1,1,-
2012,SR Watson,Rajasthan Royals,7,7,1,255,90*,42.5,151.78,-,2,-
2012,CL White,Deccan Chargers,13,13,2,479,78,43.54,149.68,-,5,1
2012,LJ Wright,Pune Warriors,1,-,-,-,-,-,-,-,-,-
2012,SA Yadav,Mumbai Indians,1,1,-,-,-,-,-,-,-,1
2012,UT Yadav,Delhi Daredevils,17,3,1,2,1*,1,28.57,-,-,1
2012,DH Yagnik,Rajasthan Royals,5,3,2,25,10*,25,192.3,-,-,-
,,,,,,,,,,,,
2013,S Ladda,Kolkata Knight Riders,1,-,-,-,-,-,-,-,-,-
2013,AB Agarkar,Delhi Daredevils,4,2,1,12,9*,12,75,-,-,-
2013,MA Agarwal,Royal Challengers Bangalore,5,5,-,67,29,13.4,108.06,-,-,-
2013,AN Ahmed,Mumbai Indians,2,-,-,-,-,-,-,-,-,-
2013,Anand Rajan,Sunrisers Hyderabad,2,-,-,-,-,-,-,-,-,-
2013,S Anirudha,Chennai Super Kings,1,1,-,-,-,-,-,-,-,1
2013,Ankit Sharma,Sunrisers Hyderabad,1,-,-,-,-,-,-,-,-,-
2013,KB Arun Karthik,Royal Challengers Bangalore,12,5,2,41,19*,13.66,107.89,-,-,1
2013,A Ashish Reddy,Sunrisers Hyderabad,12,10,4,125,36*,20.83,140.44,-,-,-
2013,R Ashwin,Chennai Super Kings,18,5,1,35,11*,8.75,71.42,-,-,-
2013,P Awana,Kings XI Punjab,14,5,3,1,1*,0.5,11.11,-,-,2
2013,Azhar Mahmood,Kings XI Punjab,11,10,-,196,80,19.6,127.27,-,2,2
2013,S Badree,Rajasthan Royals,1,-,-,-,-,-,-,-,-,-
2013,S Badrinath,Chennai Super Kings,18,8,1,124,34,17.71,102.47,-,-,2
2013,L Balaji,Kolkata Knight Riders,13,3,2,9,9*,9,90,-,-,1
2013,R Bhatia,Kolkata Knight Riders,15,10,4,99,26*,16.5,123.75,-,-,-
2013,BA Bhatt,Kings XI Punjab,2,-,-,-,-,-,-,-,-,-
2013,STR Binny,Rajasthan Royals,17,16,7,293,41*,32.55,147.23,-,-,1
2013,Bipul Sharma,Kings XI Punjab,1,-,-,-,-,-,-,-,-,-
2013,UA Birla,Pune Warriors,2,1,-,7,7,7,50,-,-,-
2013,MS Bisla,Kolkata Knight Riders,14,14,1,255,92,19.61,108.05,-,2,2
2013,J Botha,Delhi Daredevils,6,6,-,43,23,7.16,82.69,-,-,-
2013,DJ Bravo,Chennai Super Kings,18,12,4,121,23*,15.12,114.15,-,-,-
2013,JJ Bumrah,Mumbai Indians,2,-,-,-,-,-,-,-,-,-
2013,YS Chahal,Mumbai Indians,1,-,-,-,-,-,-,-,-,-
2013,UBT Chand,Delhi Daredevils,9,9,-,158,41,17.55,100,-,-,2
2013,A Chandila,Rajasthan Royals,8,1,1,4,4*,-,66.66,-,-,-
2013,AA Chavan,Rajasthan Royals,3,-,-,-,-,-,-,-,-,-
2013,PP Chawla,Kings XI Punjab,16,11,5,64,23,10.66,112.28,-,-,1
2013,B Chipli,Delhi Daredevils,1,1,-,16,16,16,88.88,-,-,-
2013,DT Christian,Royal Challengers Bangalore,2,2,-,6,4,3,40,-,-,-
2013,KK Cooper,Rajasthan Royals,14,5,1,39,26,9.75,177.27,-,-,1
2013,NM Coulter-Nile,Mumbai Indians,1,1,-,9,9,9,150,-,-,-
2013,DB Das,Kolkata Knight Riders,10,6,1,75,23,15,101.35,-,-,-
2013,Q de Kock,Sunrisers Hyderabad,3,3,-,6,4,2,40,-,-,1
2013,AB de Villiers,Royal Challengers Bangalore,14,14,4,360,64,36,164.38,-,2,-
2013,R Dhawan,Mumbai Indians,6,4,1,21,14,7,100,-,-,1
2013,S Dhawan,Sunrisers Hyderabad,10,10,2,311,73*,38.87,122.92,-,3,1
2013,MS Dhoni,Chennai Super Kings,18,16,5,461,67*,41.9,162.89,-,4,-
2013,TM Dilshan,Royal Challengers Bangalore,5,5,-,76,33,15.2,81.72,-,-,1
2013,AB Dinda,Pune Warriors,13,5,3,9,6*,4.5,81.81,-,-,2
2013,P Dogra,Kolkata Knight Riders,1,1,-,5,5,5,62.5,-,-,-
2013,R Dravid,Rajasthan Royals,18,17,1,471,65,29.43,110.82,-,4,-
2013,JP Faulkner,Rajasthan Royals,16,9,4,57,19*,11.4,100,-,-,-
2013,AJ Finch,Pune Warriors,14,14,-,456,67,32.57,135.71,-,4,1
2013,G Gambhir,Kolkata Knight Riders,16,16,-,406,60,25.37,118.36,-,4,2
2013,CM Gautam,Delhi Daredevils,3,3,1,44,30,22,129.41,-,-,-
2013,CH Gayle,Royal Challengers Bangalore,16,16,4,708,175*,59,156.29,1,4,-
2013,AC Gilchrist,Kings XI Punjab,13,13,1,294,85*,24.5,128.38,-,1,1
2013,RV Gomez,Pune Warriors,2,1,1,4,4*,-,400,-,-,-
2013,MS Gony,Kings XI Punjab,8,5,1,45,42,11.25,180,-,-,2
2013,Gurkeerat Singh,Kings XI Punjab,11,9,1,108,31,13.5,113.68,-,-,3
2013,Harbhajan Singh,Mumbai Indians,19,14,8,116,25*,19.33,146.83,-,-,2
2013,Harmeet Singh,Kings XI Punjab,3,1,-,3,3,3,75,-,-,-
2013,Harmeet Singh,Rajasthan Royals,1,-,-,-,-,-,-,-,-,-
2013,RJ Harris,Kings XI Punjab,3,2,1,2,2*,2,40,-,-,1
2013,MC Henriques,Royal Challengers Bangalore,10,9,5,165,44,41.25,132,-,-,-
2013,BJ Hodge,Rajasthan Royals,17,14,7,293,54*,41.85,134.4,-,1,-
2013,GB Hogg,Rajasthan Royals,1,-,-,-,-,-,-,-,-,-
2013,JO Holder,Chennai Super Kings,6,-,-,-,-,-,-,-,-,-
2013,DJ Hussey,Kings XI Punjab,12,11,1,235,41,23.5,112.44,-,-,-
2013,MEK Hussey,Chennai Super Kings,17,17,3,733,95,52.35,129.5,-,6,-
2013,Iqbal Abdulla,Kolkata Knight Riders,5,2,2,8,6*,-,57.14,-,-,-
2013,RA Jadeja,Chennai Super Kings,18,14,6,201,38*,25.12,148.88,-,-,2
2013,KM Jadhav,Delhi Daredevils,12,10,3,152,31,21.71,122.58,-,-,1
2013,DPMD Jayawardene,Delhi Daredevils,15,15,-,331,66,22.06,105.75,-,2,-
2013,MG Johnson,Mumbai Indians,17,6,2,39,11,9.75,108.33,-,-,-
2013,MC Juneja,Delhi Daredevils,7,7,-,125,49,17.85,97.65,-,-,-
2013,JH Kallis,Kolkata Knight Riders,16,16,1,311,41,20.73,96.58,-,-,2
2013,KD Karthik,Mumbai Indians,19,19,1,510,86,28.33,124.08,-,2,2
2013,M Kartik,Royal Challengers Bangalore,11,2,1,2,2*,2,66.66,-,-,1
2013,S Kaul,Delhi Daredevils,6,2,2,7,7*,-,77.77,-,-,-
2013,Z Khan,Royal Challengers Bangalore,2,-,-,-,-,-,-,-,-,-
2013,V Kohli,Royal Challengers Bangalore,16,16,2,634,99,45.28,138.73,-,6,-
2013,DS Kulkarni,Mumbai Indians,6,-,-,-,-,-,-,-,-,-
2013,B Kumar,Pune Warriors,16,9,2,52,24*,7.42,73.23,-,-,1
2013,P Kumar,Kings XI Punjab,15,7,1,47,24,7.83,120.51,-,-,1
2013,B Laughlin,Chennai Super Kings,2,2,1,4,4*,4,44.44,-,-,1
2013,B Lee,Kolkata Knight Riders,3,2,1,21,16*,21,175,-,-,-
2013,BB McCullum,Kolkata Knight Riders,1,1,-,6,6,6,85.71,-,-,-
2013,AB McDonald,Royal Challengers Bangalore,1,1,-,-,-,-,-,-,-,1
2013,R McLaren,Kolkata Knight Riders,2,2,-,3,2,1.5,50,-,-,-
2013,VS Malik,Rajasthan Royals,3,-,-,-,-,-,-,-,-,-
2013,SL Malinga,Mumbai Indians,17,6,2,9,7,2.25,50,-,-,2
2013,Mandeep Singh,Kings XI Punjab,16,14,1,260,77*,20,116.59,-,1,2
2013,M Manhas,Pune Warriors,3,2,2,13,11*,-,76.47,-,-,-
2013,MR Marsh,Pune Warriors,9,8,1,140,38,20,132.07,-,-,-
2013,SE Marsh,Kings XI Punjab,8,8,-,300,77,37.5,120.48,-,3,-
2013,AD Mascarenhas,Kings XI Punjab,1,1,1,5,5*,-,100,-,-,-
2013,AD Mathews,Pune Warriors,11,10,3,172,40,24.57,123.74,-,-,1
2013,GJ Maxwell,Mumbai Indians,3,3,1,36,23,18,133.33,-,-,1
2013,AL Menaria,Rajasthan Royals,1,1,-,1,1,1,50,-,-,-
2013,BAW Mendis,Pune Warriors,3,1,-,2,2,2,50,-,-,-
2013,BMAJ Mendis,Delhi Daredevils,3,3,-,23,12,7.66,85.18,-,-,1
2013,DA Miller,Kings XI Punjab,12,12,5,418,101*,59.71,164.56,1,3,-
2013,A Mishra,Sunrisers Hyderabad,17,8,2,89,30,14.83,92.7,-,-,2
2013,A Mithun,Royal Challengers Bangalore,1,1,-,2,2,2,100,-,-,-
2013,Mohammed Shami,Kolkata Knight Riders,3,1,-,5,5,5,50,-,-,-
2013,EJG Morgan,Kolkata Knight Riders,14,13,2,307,51,27.9,127.91,-,1,-
2013,JA Morkel,Chennai Super Kings,8,3,-,46,23,15.33,124.32,-,-,-
2013,M Morkel,Delhi Daredevils,10,6,1,57,23*,11.4,196.55,-,-,2
2013,CH Morris,Chennai Super Kings,16,6,4,14,7*,7,87.5,-,-,1
2013,A Mukund,Royal Challengers Bangalore,1,1,-,19,19,19,90.47,-,-,-
2013,M Muralidaran,Royal Challengers Bangalore,6,-,-,-,-,-,-,-,-,-
2013,AG Murtaza,Pune Warriors,3,1,-,5,5,5,125,-,-,-
2013,S Nadeem,Delhi Daredevils,12,6,1,14,6,2.8,51.85,-,-,2
2013,KK Nair,Royal Challengers Bangalore,2,2,-,9,9,4.5,75,-,-,1
2013,DP Nannes,Chennai Super Kings,5,1,1,-,0*,-,-,-,-,-
2013,SP Narine,Kolkata Knight Riders,16,6,3,21,13,7,110.52,-,-,-
2013,S Narwal,Kolkata Knight Riders,2,1,-,23,23,23,153.33,-,-,-
2013,AM Nayar,Pune Warriors,11,9,3,66,25*,11,90.41,-,-,1
2013,P Negi,Delhi Daredevils,1,-,-,-,-,-,-,-,-,-
2013,A Nehra,Delhi Daredevils,10,4,-,1,1,0.25,12.5,-,-,3
2013,MG Neser,Kings XI Punjab,1,-,-,-,-,-,-,-,-,-
2013,NV Ojha,Delhi Daredevils,2,2,1,9,9,9,90,-,-,-
2013,PP Ojha,Mumbai Indians,16,3,2,2,1*,2,50,-,-,1
2013,JDP Oram,Mumbai Indians,1,-,-,-,-,-,-,-,-,-
2013,IC Pandey,Pune Warriors,2,1,-,-,-,-,-,-,-,1
2013,MK Pandey,Pune Warriors,7,7,1,136,66,22.66,99.27,-,1,1
2013,WD Parnell,Pune Warriors,4,1,-,5,5,5,71.42,-,-,-
2013,Parvez Rasool,Pune Warriors,2,2,1,5,4*,5,55.55,-,-,-
2013,MM Patel,Mumbai Indians,4,1,1,-,0*,-,-,-,-,-
2013,PA Patel,Sunrisers Hyderabad,13,13,-,294,61,22.61,115.29,-,1,-
2013,IK Pathan,Delhi Daredevils,15,13,5,142,24,17.75,93.42,-,-,-
2013,YK Pathan,Kolkata Knight Riders,16,16,5,332,72,30.18,138.33,-,1,2
2013,MDKJ Perera,Rajasthan Royals,2,2,-,14,14,7,107.69,-,-,1
2013,NLTC Perera,Sunrisers Hyderabad,16,14,4,233,40,23.3,142.94,-,-,-
2013,KA Pollard,Mumbai Indians,18,18,8,420,66*,42,149.46,-,3,-
2013,LA Pomersbach,Kings XI Punjab,3,3,1,58,33*,29,98.3,-,-,-
2013,RT Ponting,Mumbai Indians,6,5,-,52,28,10.4,69.33,-,-,1
2013,CA Pujara,Royal Challengers Bangalore,4,4,-,92,51,23,92.92,-,1,-
2013,AM Rahane,Rajasthan Royals,18,18,4,488,68*,34.85,106.55,-,4,-
2013,KL Rahul,Royal Challengers Bangalore,5,2,-,20,12,10,125,-,-,-
2013,SK Raina,Chennai Super Kings,18,17,4,548,100*,42.15,150.13,1,4,3
2013,AS Rajpoot,Chennai Super Kings,2,1,1,2,2*,-,33.33,-,-,-
2013,R Rampaul,Royal Challengers Bangalore,10,6,2,38,23*,9.5,102.7,-,-,3
2013,DB Ravi Teja,Sunrisers Hyderabad,2,2,1,14,10,14,82.35,-,-,-
2013,M Rawat,Pune Warriors,2,2,1,5,5,5,45.45,-,-,-
2013,AT Rayudu,Mumbai Indians,19,17,3,265,37,18.92,114.71,-,-,2
2013,PA Reddy,Sunrisers Hyderabad,7,7,-,91,27,13,90.09,-,-,-
2013,KW Richardson,Pune Warriors,3,2,-,34,26,17,94.44,-,-,-
2013,BJ Rohrer,Delhi Daredevils,8,8,2,193,64*,32.16,137.85,-,1,-
2013,AD Russell,Delhi Daredevils,3,2,-,11,7,5.5,78.57,-,-,-
2013,Sachin Baby,Rajasthan Royals,4,1,-,3,3,3,42.85,-,-,-
2013,WP Saha,Chennai Super Kings,3,3,-,70,39,23.33,125,-,-,-
2013,BB Samantray,Sunrisers Hyderabad,8,7,2,123,55,24.6,110.81,-,1,1
2013,DJG Sammy,Sunrisers Hyderabad,10,9,3,174,60,29,131.81,-,1,1
2013,SV Samson,Rajasthan Royals,11,10,2,206,63,25.75,115.73,-,1,2
2013,MN Samuels,Pune Warriors,2,2,-,8,5,4,44.44,-,-,-
2013,Sandeep Sharma,Kings XI Punjab,4,1,1,-,0*,-,-,-,-,-
2013,KC Sangakkara,Sunrisers Hyderabad,9,9,-,120,28,13.33,88.23,-,-,-
2013,PJ Sangwan,Kolkata Knight Riders,2,1,1,4,4*,-,200,-,-,-
2013,R Sathish,Kings XI Punjab,9,8,3,109,27*,21.8,141.55,-,-,1
2013,V Sehwag,Delhi Daredevils,13,13,1,295,95*,24.58,126.6,-,1,1
2013,SMSM Senanayake,Kolkata Knight Riders,8,4,3,10,7*,10,58.82,-,-,-
2013,OA Shah,Rajasthan Royals,2,2,-,25,24,12.5,108.69,-,-,-
2013,I Sharma,Sunrisers Hyderabad,16,2,2,-,0*,-,-,-,-,-
2013,KV Sharma,Sunrisers Hyderabad,13,7,3,85,39*,21.25,98.83,-,-,-
2013,MM Sharma,Chennai Super Kings,15,2,1,-,0*,-,-,-,-,1
2013,R Sharma,Pune Warriors,11,6,2,11,10*,2.75,64.7,-,-,3
2013,RG Sharma,Mumbai Indians,19,19,5,538,79*,38.42,131.54,-,4,-
2013,LR Shukla,Kolkata Knight Riders,4,2,-,3,2,1.5,25,-,-,-
2013,R Shukla,Rajasthan Royals,3,1,1,1,1*,-,50,-,-,-
2013,RP Singh,Royal Challengers Bangalore,11,-,-,-,-,-,-,-,-,-
2013,DR Smith,Mumbai Indians,13,13,-,418,68,32.15,122.58,-,4,1
2013,SPD Smith,Pune Warriors,7,7,3,159,41,39.75,120.45,-,-,-
2013,S Sreesanth,Rajasthan Royals,7,3,2,1,1*,1,25,-,-,1
2013,DW Steyn,Sunrisers Hyderabad,17,8,6,53,18*,26.5,147.22,-,-,1
2013,TL Suman,Pune Warriors,7,5,-,52,23,10.4,89.65,-,-,1
2013,P Suyal,Mumbai Indians,1,-,-,-,-,-,-,-,-,-
2013,J Syed Mohammad,Royal Challengers Bangalore,4,2,-,10,9,5,76.92,-,-,-
2013,SW Tait,Rajasthan Royals,3,1,-,1,1,1,33.33,-,-,-
2013,PV Tambe,Rajasthan Royals,3,1,1,3,3*,-,50,-,-,-
2013,AP Tare,Mumbai Indians,5,5,-,123,59,24.6,146.42,-,1,1
2013,LRPL Taylor,Pune Warriors,5,5,-,63,19,12.6,82.89,-,-,-
